Torneo de Afghanistan, carrera 100 m, Jonielle SMITH, 9799
Torneo de Qatar, lanzamiento de jabalina, Martina RATEJ, 9879
Torneo de Romania, lanzamiento de jabalina, Julius YEGO, 9952
Torneo de Romania, lanzamiento de jabalina, Huihui LYU, 9940
Torneo de Romania, lanzamiento de jabalina, Shiying LIU, 9920
Torneo de Russia, lanzamiento de jabalina, Elizabeth GLEADLE, 9947
Torneo de Russia, lanzamiento de jabalina, Shiying LIU, 9888
Torneo de Russia, lanzamiento de jabalina, Ariana INCE, 9868
Torneo de Rwanda, lanzamiento de jabalina, Shiying LIU, 9960
Torneo de Rwanda, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9958
Torneo de Rwanda, lanzamiento de jabalina, Annika Marie FUCHS, 9948
Torneo de Saint Kitts and Nevis, lanzamiento de jabalina, Anderson PETERS, 9943
Torneo de Saint Kitts and Nevis, lanzamiento de jabalina, Martina RATEJ, 9904
Torneo de Saint Kitts and Nevis, lanzamiento de jabalina, Yekaterina STARYGINA, 9903
Torneo de Saint Lucia, lanzamiento de jabalina, Yekaterina STARYGINA, 9962
Torneo de Saint Lucia, lanzamiento de jabalina, Ariana INCE, 9948
Torneo de Saint Lucia, lanzamiento de jabalina, Eda TUĞSUZ, 9940
Torneo de Saint Vincent and the Grenadines, lanzamiento de jabalina, Shiying LIU, 9950
Torneo de Saint Vincent and the Grenadines, lanzamiento de jabalina, Sara KOLAK, 9931
Torneo de Saint Vincent and the Grenadines, lanzamiento de jabalina, Marcin KRUKOWSKI, 9931
Torneo de Samoa, lanzamiento de jabalina, Chao-Tsun CHENG, 9963
Torneo de Samoa, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9961
Torneo de Samoa, lanzamiento de jabalina, Kelsey-Lee BARBER, 9951
Torneo de San Marino, lanzamiento de jabalina, Yekaterina STARYGINA, 9936
Torneo de San Marino, lanzamiento de jabalina, Lina MUZE, 9895
Torneo de San Marino, lanzamiento de jabalina, Kim AMB, 9874
Torneo de Sao Tome and Principe, lanzamiento de jabalina, Andreas HOFMANN, 9955
Torneo de Sao Tome and Principe, lanzamiento de jabalina, Johannes VETTER, 9924
Torneo de Sao Tome and Principe, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9905
Torneo de Saudi Arabia, lanzamiento de jabalina, Arshad NADEEM, 9964
Torneo de Saudi Arabia, lanzamiento de jabalina, Johannes VETTER, 9866
Torneo de Saudi Arabia, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9844
Torneo de Scotland, lanzamiento de jabalina, Yekaterina STARYGINA, 9930
Torneo de Scotland, lanzamiento de jabalina, Sara KOLAK, 9914
Torneo de Scotland, lanzamiento de jabalina, Bernhard SEIFERT, 9873
Torneo de Senegal, lanzamiento de jabalina, Anderson PETERS, 9917
Torneo de Senegal, lanzamiento de jabalina, Marcin KRUKOWSKI, 9879
Torneo de Senegal, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9877
Torneo de Serbia, lanzamiento de jabalina, Andreas HOFMANN, 9964
Torneo de Serbia, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9962
Torneo de Serbia, lanzamiento de jabalina, Julian WEBER, 9952
Torneo de Seychelles, lanzamiento de jabalina, Bernhard SEIFERT, 9943
Torneo de Seychelles, lanzamiento de jabalina, Shivpal SINGH, 9907
Torneo de Seychelles, lanzamiento de jabalina, Dmitriy TARABIN, 9905
Torneo de Sierra Leone, lanzamiento de jabalina, Bernhard SEIFERT, 9953
Torneo de Sierra Leone, lanzamiento de jabalina, Kim AMB, 9927
Torneo de Sierra Leone, lanzamiento de jabalina, Marcin KRUKOWSKI, 9926
Torneo de Singapore, lanzamiento de jabalina, Huihui LYU, 9959
Torneo de Singapore, lanzamiento de jabalina, Ariana INCE, 9920
Torneo de Singapore, lanzamiento de jabalina, Maria ANDREJCZYK, 9908
Torneo de Slovakia, lanzamiento de jabalina, Oliver HELANDER, 9956
Torneo de Slovakia, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9924
Torneo de Slovakia, lanzamiento de jabalina, Shiying LIU, 9914
Torneo de Slovenia, lanzamiento de jabalina, Dmitriy TARABIN, 9954
Torneo de Slovenia, lanzamiento de jabalina, Kim AMB, 9942
Torneo de Slovenia, lanzamiento de jabalina, Thomas RÖHLER, 9912
Torneo de Solomon Islands, lanzamiento de jabalina, Marcin KRUKOWSKI, 9957
Torneo de Solomon Islands, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9951
Torneo de Solomon Islands, lanzamiento de jabalina, Maria ANDREJCZYK, 9946
Torneo de Somalia, lanzamiento de jabalina, Johannes VETTER, 9923
Torneo de Somalia, lanzamiento de jabalina, Huihui LYU, 9920
Torneo de Somalia, lanzamiento de jabalina, Thomas RÖHLER, 9854
Torneo de South Africa, lanzamiento de jabalina, Kelsey-Lee BARBER, 9943
Torneo de South Africa, lanzamiento de jabalina, Elizabeth GLEADLE, 9938
Torneo de South Africa, lanzamiento de jabalina, Chao-Tsun CHENG, 9914
Torneo de South Korea, lanzamiento de jabalina, Haruka KITAGUCHI, 9906
Torneo de South Korea, lanzamiento de jabalina, Maria ANDREJCZYK, 9902
Torneo de South Korea, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9888
Torneo de South Sudan, lanzamiento de jabalina, Sara KOLAK, 9937
Torneo de South Sudan, lanzamiento de jabalina, Kelsey-Lee BARBER, 9931
Torneo de South Sudan, lanzamiento de jabalina, Lina MUZE, 9907
Torneo de Spain, lanzamiento de jabalina, Chao-Tsun CHENG, 9938
Torneo de Spain, lanzamiento de jabalina, Kelsey-Lee BARBER, 9934
Torneo de Spain, lanzamiento de jabalina, Annika Marie FUCHS, 9908
Torneo de Sri Lanka, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9949
Torneo de Sri Lanka, lanzamiento de jabalina, Magnus KIRT, 9911
Torneo de Sri Lanka, lanzamiento de jabalina, Jakub VADLEJCH, 9863
Torneo de Sudan, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9944
Torneo de Sudan, lanzamiento de jabalina, Anderson PETERS, 9928
Torneo de Sudan, lanzamiento de jabalina, Julian WEBER, 9923
Torneo de Suriname, lanzamiento de jabalina, Julius YEGO, 9961
Torneo de Suriname, lanzamiento de jabalina, Martina RATEJ, 9917
Torneo de Suriname, lanzamiento de jabalina, Annika Marie FUCHS, 9877
Torneo de Sweden, lanzamiento de jabalina, Kim AMB, 9948
Torneo de Sweden, lanzamiento de jabalina, Jakub VADLEJCH, 9934
Torneo de Sweden, lanzamiento de jabalina, Kara WINGER, 9923
Torneo de Switzerland, lanzamiento de jabalina, Magnus KIRT, 9943
Torneo de Switzerland, lanzamiento de jabalina, Kim AMB, 9936
Torneo de Switzerland, lanzamiento de jabalina, Antti RUUSKANEN, 9908
Torneo de Syria, lanzamiento de jabalina, Chao-Tsun CHENG, 9968
Torneo de Syria, lanzamiento de jabalina, Shiying LIU, 9940
Torneo de Syria, lanzamiento de jabalina, Eda TUĞSUZ, 9928
Torneo de Taiwan, lanzamiento de jabalina, Anderson PETERS, 9909
Torneo de Taiwan, lanzamiento de jabalina, Johannes VETTER, 9885
Torneo de Taiwan, lanzamiento de jabalina, Annika Marie FUCHS, 9871
Torneo de Tajikistan, lanzamiento de jabalina, Barbora ŠPOTÁKOVÁ, 9879
Torneo de Tajikistan, lanzamiento de jabalina, Julius YEGO, 9744
Torneo de Tajikistan, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9670
Torneo de Tanzania, lanzamiento de jabalina, Johannes VETTER, 9963
Torneo de Tanzania, lanzamiento de jabalina, Lina MUZE, 9955
Torneo de Tanzania, lanzamiento de jabalina, Eda TUĞSUZ, 9904
Torneo de Thailand, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9956
Torneo de Thailand, lanzamiento de jabalina, Barbora ŠPOTÁKOVÁ, 9953
Torneo de Thailand, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9945
Torneo de Timor-Leste, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9962
Torneo de Timor-Leste, lanzamiento de jabalina, Arshad NADEEM, 9960
Torneo de Timor-Leste, lanzamiento de jabalina, Julian WEBER, 9951
Torneo de Togo, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9880
Torneo de Togo, lanzamiento de jabalina, Andreas HOFMANN, 9873
Torneo de Togo, lanzamiento de jabalina, Marcin KRUKOWSKI, 9822
Torneo de Tonga, lanzamiento de jabalina, Haruka KITAGUCHI, 9957
Torneo de Tonga, lanzamiento de jabalina, Arshad NADEEM, 9956
Torneo de Tonga, lanzamiento de jabalina, Ariana INCE, 9955
Torneo de Trinidad and Tobago, lanzamiento de jabalina, Bernhard SEIFERT, 9933
Torneo de Trinidad and Tobago, lanzamiento de jabalina, Keshorn WALCOTT, 9906
Torneo de Trinidad and Tobago, lanzamiento de jabalina, Julius YEGO, 9889
Torneo de Tunisia, lanzamiento de jabalina, Alexie ALAÏS, 9965
Torneo de Tunisia, lanzamiento de jabalina, Chao-Tsun CHENG, 9923
Torneo de Tunisia, lanzamiento de jabalina, Johannes VETTER, 9912
Torneo de Turkey, lanzamiento de jabalina, Keshorn WALCOTT, 9954
Torneo de Turkey, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9945
Torneo de Turkey, lanzamiento de jabalina, Johannes VETTER, 9934
Torneo de Turkmenistan, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9962
Torneo de Turkmenistan, lanzamiento de jabalina, Annika Marie FUCHS, 9948
Torneo de Turkmenistan, lanzamiento de jabalina, Alexie ALAÏS, 9925
Torneo de Tuvalu, lanzamiento de jabalina, Andreas HOFMANN, 9898
Torneo de Tuvalu, lanzamiento de jabalina, Eda TUĞSUZ, 9840
Torneo de Tuvalu, lanzamiento de jabalina, Shivpal SINGH, 9825
Torneo de Uganda, lanzamiento de jabalina, Kelsey-Lee BARBER, 9962
Torneo de Uganda, lanzamiento de jabalina, Dmitriy TARABIN, 9957
Torneo de Uganda, lanzamiento de jabalina, Bernhard SEIFERT, 9897
Torneo de Ukraine, lanzamiento de jabalina, Johannes VETTER, 9946
Torneo de Ukraine, lanzamiento de jabalina, Jakub VADLEJCH, 9919
Torneo de Ukraine, lanzamiento de jabalina, Barbora ŠPOTÁKOVÁ, 9911
Torneo de United Arab Emirates, lanzamiento de jabalina, Julius YEGO, 9968
Torneo de United Arab Emirates, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9942
Torneo de United Arab Emirates, lanzamiento de jabalina, Arshad NADEEM, 9942
Torneo de United Kingdom, lanzamiento de jabalina, Sara KOLAK, 9924
Torneo de United Kingdom, lanzamiento de jabalina, Shivpal SINGH, 9877
Torneo de United Kingdom, lanzamiento de jabalina, Yekaterina STARYGINA, 9867
Torneo de United States, lanzamiento de jabalina, Marcin KRUKOWSKI, 9966
Torneo de United States, lanzamiento de jabalina, Johannes VETTER, 9957
Torneo de United States, lanzamiento de jabalina, Shivpal SINGH, 9947
Torneo de Uruguay, lanzamiento de jabalina, Anderson PETERS, 9951
Torneo de Uruguay, lanzamiento de jabalina, Julian WEBER, 9923
Torneo de Uruguay, lanzamiento de jabalina, Dmitriy TARABIN, 9885
Torneo de Uzbekistan, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9939
Torneo de Uzbekistan, lanzamiento de jabalina, Antti RUUSKANEN, 9876
Torneo de Uzbekistan, lanzamiento de jabalina, Haruka KITAGUCHI, 9867
Torneo de Vanuatu, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9913
Torneo de Vanuatu, lanzamiento de jabalina, Annika Marie FUCHS, 9880
Torneo de Vanuatu, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9871
Torneo de Vatican City, lanzamiento de jabalina, Johannes VETTER, 9916
Torneo de Vatican City, lanzamiento de jabalina, Arshad NADEEM, 9897
Torneo de Vatican City, lanzamiento de jabalina, Eda TUĞSUZ, 9886
Torneo de Venezuela, lanzamiento de jabalina, Martina RATEJ, 9913
Torneo de Venezuela, lanzamiento de jabalina, Julian WEBER, 9836
Torneo de Venezuela, lanzamiento de jabalina, Yekaterina STARYGINA, 9829
Torneo de Vietnam, lanzamiento de jabalina, Julius YEGO, 9931
Torneo de Vietnam, lanzamiento de jabalina, Andreas HOFMANN, 9892
Torneo de Vietnam, lanzamiento de jabalina, Julian WEBER, 9863
Torneo de Virgin Islands (British), lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9955
Torneo de Virgin Islands (British), lanzamiento de jabalina, Julian WEBER, 9919
Torneo de Virgin Islands (British), lanzamiento de jabalina, Chao-Tsun CHENG, 9904
Torneo de Wales, lanzamiento de jabalina, Elizabeth GLEADLE, 9956
Torneo de Wales, lanzamiento de jabalina, Kelsey-Lee BARBER, 9942
Torneo de Wales, lanzamiento de jabalina, Johannes VETTER, 9901
Torneo de Yemen, lanzamiento de jabalina, Elizabeth GLEADLE, 9946
Torneo de Yemen, lanzamiento de jabalina, Yekaterina STARYGINA, 9934
Torneo de Yemen, lanzamiento de jabalina, Kim AMB, 9899
Torneo de Zambia, lanzamiento de jabalina, Alexie ALAÏS, 9901
Torneo de Zambia, lanzamiento de jabalina, Arshad NADEEM, 9901
Torneo de Zambia, lanzamiento de jabalina, Magnus KIRT, 9889
Torneo de Zimbabwe, lanzamiento de jabalina, Haruka KITAGUCHI, 9954
Torneo de Zimbabwe, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9931
Torneo de Zimbabwe, lanzamiento de jabalina, Lina MUZE, 9921
Torneo de Afghanistan, lanzamiento de martillo, Yelizaveta TSAREVA, 8960
Torneo de Afghanistan, lanzamiento de martillo, Javier CIENFUEGOS, 8933
Torneo de Afghanistan, lanzamiento de martillo, Janee KASSANAVOID, 8876
Torneo de Albania, lanzamiento de martillo, Janee KASSANAVOID, 8975
Torneo de Albania, lanzamiento de martillo, Janeah STEWART, 8967
Torneo de Albania, lanzamiento de martillo, Rudy WINKLER, 8920
Torneo de Algeria, lanzamiento de martillo, Hanna SKYDAN, 8986
Torneo de Algeria, lanzamiento de martillo, Serhiy PEREVOZNIKOV, 8970
Torneo de Algeria, lanzamiento de martillo, Serhiy REHEDA, 8954
Torneo de Andorra, lanzamiento de martillo, Alexandra TAVERNIER, 8884
Torneo de Andorra, lanzamiento de martillo, Na LUO, 8869
Torneo de Andorra, lanzamiento de martillo, Wojciech NOWICKI, 8864
Torneo de Angola, lanzamiento de martillo, Conor MCCULLOUGH, 8987
Torneo de Angola, lanzamiento de martillo, Zalina PETRIVSKAYA, 8973
Torneo de Angola, lanzamiento de martillo, Janee KASSANAVOID, 8966
Torneo de Antigua and Barbuda, lanzamiento de martillo, Janeah STEWART, 8975
Torneo de Antigua and Barbuda, lanzamiento de martillo, Serghei MARGHIEV, 8931
Torneo de Antigua and Barbuda, lanzamiento de martillo, DeAnna PRICE, 8928
Torneo de Argentina, lanzamiento de martillo, Bence HALÁSZ, 8991
Torneo de Argentina, lanzamiento de martillo, Wojciech NOWICKI, 8962
Torneo de Argentina, lanzamiento de martillo, Serhiy REHEDA, 8956
Torneo de Armenia, lanzamiento de martillo, Javier CIENFUEGOS, 8976
Torneo de Armenia, lanzamiento de martillo, Alexandra TAVERNIER, 8964
Torneo de Armenia, lanzamiento de martillo, Na LUO, 8963
Torneo de Australia, lanzamiento de martillo, Serhiy PEREVOZNIKOV, 8992
Torneo de Australia, lanzamiento de martillo, Özkan BALTACI, 8980
Torneo de Australia, lanzamiento de martillo, Wojciech NOWICKI, 8978
Torneo de Austria, lanzamiento de martillo, Serghei MARGHIEV, 8939
Torneo de Austria, lanzamiento de martillo, Zheng WANG, 8939
Torneo de Austria, lanzamiento de martillo, Valeriy PRONKIN, 8889
Torneo de Azerbaijan, lanzamiento de martillo, Zheng WANG, 8976
Torneo de Azerbaijan, lanzamiento de martillo, Iryna KLYMETS, 8934
Torneo de Azerbaijan, lanzamiento de martillo, Laura IGAUNE, 8920
Torneo de Bahamas, lanzamiento de martillo, Na LUO, 8990
Torneo de Bahamas, lanzamiento de martillo, Bence HALÁSZ, 8983
Torneo de Bahamas, lanzamiento de martillo, Zalina PETRIVSKAYA, 8974
Torneo de Bahrain, lanzamiento de martillo, Rudy WINKLER, 8984
Torneo de Bahrain, lanzamiento de martillo, Özkan BALTACI, 8969
Torneo de Bahrain, lanzamiento de martillo, Janee KASSANAVOID, 8965
Torneo de Bangladesh, lanzamiento de martillo, Yelizaveta TSAREVA, 8977
Torneo de Bangladesh, lanzamiento de martillo, Hanna MALYSHIK, 8958
Torneo de Bangladesh, lanzamiento de martillo, Özkan BALTACI, 8956
Torneo de Barbados, lanzamiento de martillo, Wojciech NOWICKI, 8986
Torneo de Barbados, lanzamiento de martillo, Iryna KLYMETS, 8972
Torneo de Barbados, lanzamiento de martillo, Paweł FAJDEK, 8949
Torneo de Belarus, lanzamiento de martillo, Rudy WINKLER, 8955
Torneo de Belarus, lanzamiento de martillo, Nick MILLER, 8948
Torneo de Belarus, lanzamiento de martillo, Wojciech NOWICKI, 8931
Torneo de Belgium, lanzamiento de martillo, Iryna KLYMETS, 8973
Torneo de Belgium, lanzamiento de martillo, Hanna MALYSHIK, 8967
Torneo de Belgium, lanzamiento de martillo, Bence HALÁSZ, 8939
Torneo de Belize, lanzamiento de martillo, Wojciech NOWICKI, 8987
Torneo de Belize, lanzamiento de martillo, Na LUO, 8930
Torneo de Belize, lanzamiento de martillo, Anita WŁODARCZYK, 8888
Torneo de Benin, lanzamiento de martillo, Hanna MALYSHIK, 8975
Torneo de Benin, lanzamiento de martillo, Zheng WANG, 8967
Torneo de Benin, lanzamiento de martillo, Alexandra TAVERNIER, 8967
Torneo de Bhutan, lanzamiento de martillo, Marcel LOMNICKÝ, 8984
Torneo de Bhutan, lanzamiento de martillo, Laura IGAUNE, 8981
Torneo de Bhutan, lanzamiento de martillo, Sofiya PALKINA, 8957
Torneo de Bolivia, lanzamiento de martillo, Gwen BERRY, 8973
Torneo de Bolivia, lanzamiento de martillo, Zheng WANG, 8951
Torneo de Bolivia, lanzamiento de martillo, Marcel LOMNICKÝ, 8940
Torneo de Bosnia and Herzegovina, lanzamiento de martillo, Paweł FAJDEK, 8981
Torneo de Bosnia and Herzegovina, lanzamiento de martillo, Denis LUKYANOV, 8974
Torneo de Bosnia and Herzegovina, lanzamiento de martillo, Janeah STEWART, 8941
Torneo de Botswana, lanzamiento de martillo, Serhiy PEREVOZNIKOV, 8985
Torneo de Botswana, lanzamiento de martillo, Bence HALÁSZ, 8909
Torneo de Botswana, lanzamiento de martillo, Maggie EWEN, 8902
Torneo de Brazil, lanzamiento de martillo, Hanna SKYDAN, 8989
Torneo de Brazil, lanzamiento de martillo, Marcel LOMNICKÝ, 8974
Torneo de Brazil, lanzamiento de martillo, Javier CIENFUEGOS, 8947
Torneo de Brunei, lanzamiento de martillo, Bence HALÁSZ, 8964
Torneo de Brunei, lanzamiento de martillo, Joanna FIODOROW, 8957
Torneo de Brunei, lanzamiento de martillo, Javier CIENFUEGOS, 8920
Torneo de Bulgaria, lanzamiento de martillo, Nick MILLER, 8957
Torneo de Bulgaria, lanzamiento de martillo, Janeah STEWART, 8947
Torneo de Bulgaria, lanzamiento de martillo, Quentin BIGOT, 8936
Torneo de Burkina Faso, lanzamiento de martillo, Serhiy PEREVOZNIKOV, 8920
Torneo de Burkina Faso, lanzamiento de martillo, Mykhaylo KOKHAN, 8905
Torneo de Burkina Faso, lanzamiento de martillo, Iryna KLYMETS, 8901
Torneo de Burundi, lanzamiento de martillo, Laura IGAUNE, 8986
Torneo de Burundi, lanzamiento de martillo, Yelizaveta TSAREVA, 8985
Torneo de Burundi, lanzamiento de martillo, Na LUO, 8959
Torneo de Cabo Verde, lanzamiento de martillo, Nick MILLER, 8975
Torneo de Cabo Verde, lanzamiento de martillo, Joanna FIODOROW, 8958
Torneo de Cabo Verde, lanzamiento de martillo, Paweł FAJDEK, 8951
Torneo de Cambodia, lanzamiento de martillo, Mykhaylo KOKHAN, 8971
Torneo de Cambodia, lanzamiento de martillo, Iryna KLYMETS, 8970
Torneo de Cambodia, lanzamiento de martillo, DeAnna PRICE, 8940
Torneo de Cameroon, lanzamiento de martillo, Janee KASSANAVOID, 8979
Torneo de Cameroon, lanzamiento de martillo, Quentin BIGOT, 8931
Torneo de Cameroon, lanzamiento de martillo, Hleb DUDARAU, 8906
Torneo de Canada, lanzamiento de martillo, Rudy WINKLER, 8987
Torneo de Canada, lanzamiento de martillo, Özkan BALTACI, 8979
Torneo de Canada, lanzamiento de martillo, Joanna FIODOROW, 8950
Torneo de Central African Republic, lanzamiento de martillo, Paweł FAJDEK, 8988
Torneo de Central African Republic, lanzamiento de martillo, Hanna SKYDAN, 8974
Torneo de Central African Republic, lanzamiento de martillo, Marcel LOMNICKÝ, 8963
Torneo de Chad, lanzamiento de martillo, Hleb DUDARAU, 8934
Torneo de Chad, lanzamiento de martillo, Nick MILLER, 8932
Torneo de Chad, lanzamiento de martillo, Laura IGAUNE, 8926
Torneo de Chile, lanzamiento de martillo, Iryna KLYMETS, 8959
Torneo de Chile, lanzamiento de martillo, Gwen BERRY, 8944
Torneo de Chile, lanzamiento de martillo, Anita WŁODARCZYK, 8935
Torneo de China, lanzamiento de martillo, Hanna SKYDAN, 8977
Torneo de China, lanzamiento de martillo, Zalina PETRIVSKAYA, 8967
Torneo de China, lanzamiento de martillo, Mykhaylo KOKHAN, 8953
Torneo de Colombia, lanzamiento de martillo, Javier CIENFUEGOS, 8991
Torneo de Colombia, lanzamiento de martillo, Yevgeniy KOROTOVSKIY, 8963
Torneo de Colombia, lanzamiento de martillo, Sofiya PALKINA, 8936
Torneo de Comoros, lanzamiento de martillo, Zalina PETRIVSKAYA, 8951
Torneo de Comoros, lanzamiento de martillo, Sofiya PALKINA, 8943
Torneo de Comoros, lanzamiento de martillo, Özkan BALTACI, 8935
Torneo de Congo Democratic Republic of the, lanzamiento de martillo, Sean DONNELLY, 8948
Torneo de Congo Democratic Republic of the, lanzamiento de martillo, Marcel LOMNICKÝ, 8927
Torneo de Congo Democratic Republic of the, lanzamiento de martillo, Serhiy PEREVOZNIKOV, 8912
Torneo de Congo Republic of the, lanzamiento de martillo, Javier CIENFUEGOS, 8960
Torneo de Congo Republic of the, lanzamiento de martillo, Iryna KLYMETS, 8911
Torneo de Congo Republic of the, lanzamiento de martillo, Malwina KOPRON, 8903
Torneo de Costa Rica, lanzamiento de martillo, Hanna SKYDAN, 8975
Torneo de Costa Rica, lanzamiento de martillo, Janee KASSANAVOID, 8969
Torneo de Costa Rica, lanzamiento de martillo, Serhiy PEREVOZNIKOV, 8864
Torneo de Croatia, lanzamiento de martillo, Zheng WANG, 8987
Torneo de Croatia, lanzamiento de martillo, Nick MILLER, 8971
Torneo de Croatia, lanzamiento de martillo, Yevgeniy KOROTOVSKIY, 8937
Torneo de Cuba, lanzamiento de martillo, DeAnna PRICE, 8985
